"data","url_lists","attendance","venue","year","win","lost","month","day","team","month_num","date"
"23. Apr 28, NYM (10-13) lost to PHI, 1-5","/boxes/NYN/NYN201304280.shtml",28990,"Venue: Citi Field",2013,0,1,"Apr",28,"Mets",4,"04/28/2013"
"29. May 7, NYM (13-16) beat CHW, 1-0","/boxes/NYN/NYN201305070.shtml",23394,"Venue: Citi Field",2013,1,0,"May",7,"Mets",5,"05/07/2013"
"30. May 8, NYM (13-17) lost to CHW, 3-6","/boxes/NYN/NYN201305080.shtml",21470,"Venue: Citi Field",2013,0,1,"May",8,"Mets",5,"05/08/2013"
"31. May 9, NYM (14-17) beat PIT, 3-2","/boxes/NYN/NYN201305090.shtml",20147,"Venue: Citi Field",2013,1,0,"May",9,"Mets",5,"05/09/2013"
"32. May 10, NYM (14-18) lost to PIT, 3-7","/boxes/NYN/NYN201305100.shtml",25153,"Venue: Citi Field",2013,0,1,"May",10,"Mets",5,"05/10/2013"
"33. May 11, NYM (14-19) lost to PIT, 2-11","/boxes/NYN/NYN201305110.shtml",31160,"Venue: Citi Field",2013,0,1,"May",11,"Mets",5,"05/11/2013"
"34. May 12, NYM (14-20) lost to PIT, 2-3","/boxes/NYN/NYN201305120.shtml",28404,"Venue: Citi Field",2013,0,1,"May",12,"Mets",5,"05/12/2013"
"42. May 20, NYM (17-25) lost to CIN, 3-4","/boxes/NYN/NYN201305200.shtml",23038,"Venue: Citi Field",2013,0,1,"May",20,"Mets",5,"05/20/2013"
"43. May 21, NYM (17-26) lost to CIN, 0-4","/boxes/NYN/NYN201305210.shtml",23183,"Venue: Citi Field",2013,0,1,"May",21,"Mets",5,"05/21/2013"
"44. May 22, NYM (17-27) lost to CIN, 4-7","/boxes/NYN/NYN201305220.shtml",30415,"Venue: Citi Field",2013,0,1,"May",22,"Mets",5,"05/22/2013"
"45. May 24, NYM (17-28) lost to ATL, 5-7","/boxes/NYN/NYN201305240.shtml",32325,"Venue: Citi Field",2013,0,1,"May",24,"Mets",5,"05/24/2013"
"46. May 25, NYM (17-29) lost to ATL, 0-6","/boxes/NYN/NYN201305250.shtml",27622,"Venue: Citi Field",2013,0,1,"May",25,"Mets",5,"05/25/2013"
"47. May 26, NYM (18-29) beat ATL, 4-2","/boxes/NYN/NYN201305260.shtml",27296,"Venue: Citi Field",2013,1,0,"May",26,"Mets",5,"05/26/2013"
"48. May 27, NYM (19-29) beat NYY, 2-1","/boxes/NYN/NYN201305270.shtml",32911,"Venue: Citi Field",2013,1,0,"May",27,"Mets",5,"05/27/2013"
"49. May 28, NYM (20-29) beat NYY, 2-1","/boxes/NYN/NYN201305280.shtml",31877,"Venue: Citi Field",2013,1,0,"May",28,"Mets",5,"05/28/2013"
"57. Jun 8, NYM (23-34) lost to MIA, 1-2","/boxes/NYN/NYN201306080.shtml",20338,"Venue: Citi Field",2013,0,1,"Jun",8,"Mets",6,"06/08/2013"
"58. Jun 9, NYM (23-35) lost to MIA, 4-8","/boxes/NYN/NYN201306090.shtml",21747,"Venue: Citi Field",2013,0,1,"Jun",9,"Mets",6,"06/09/2013"
"59. Jun 11, NYM (23-36) lost to STL, 2-9","/boxes/NYN/NYN201306110.shtml",21581,"Venue: Citi Field",2013,0,1,"Jun",11,"Mets",6,"06/11/2013"
"60. Jun 12, NYM (24-36) beat STL, 5-1","/boxes/NYN/NYN201306120.shtml",23331,"Venue: Citi Field",2013,1,0,"Jun",12,"Mets",6,"06/12/2013"
"61. Jun 13, NYM (24-37) lost to STL, 1-2","/boxes/NYN/NYN201306130.shtml",25471,"Venue: Citi Field",2013,0,1,"Jun",13,"Mets",6,"06/13/2013"
"62. Jun 14, NYM (24-38) lost to CHC, 3-6","/boxes/NYN/NYN201306140.shtml",32213,"Venue: Citi Field",2013,0,1,"Jun",14,"Mets",6,"06/14/2013"
"63. Jun 15, NYM (24-39) lost to CHC, 2-5","/boxes/NYN/NYN201306150.shtml",27004,"Venue: Citi Field",2013,0,1,"Jun",15,"Mets",6,"06/15/2013"
"64. Jun 16, NYM (25-39) beat CHC, 4-3","/boxes/NYN/NYN201306160.shtml",30256,"Venue: Citi Field",2013,1,0,"Jun",16,"Mets",6,"06/16/2013"
"76. Jun 28, NYM (32-44) lost to WSN, 4-6","/boxes/NYN/NYN201306280.shtml",28363,"Venue: Citi Field",2013,0,1,"Jun",28,"Mets",6,"06/28/2013"
"77. Jun 29, NYM (33-44) beat WSN, 5-1","/boxes/NYN/NYN201306290.shtml",26426,"Venue: Citi Field",2013,1,0,"Jun",29,"Mets",6,"06/29/2013"
"78. Jun 30, NYM (33-45) lost to WSN, 2-13","/boxes/NYN/NYN201306300.shtml",33366,"Venue: Citi Field",2013,0,1,"Jun",30,"Mets",6,"06/30/2013"
"79. Jul 1, NYM (34-45) beat ARI, 5-4","/boxes/NYN/NYN201307010.shtml",22240,"Venue: Citi Field",2013,1,0,"Jul",1,"Mets",7,"07/01/2013"
"80. Jul 2, NYM (35-45) beat ARI, 9-1","/boxes/NYN/NYN201307020.shtml",21500,"Venue: Citi Field",2013,1,0,"Jul",2,"Mets",7,"07/02/2013"
"81. Jul 3, NYM (35-46) lost to ARI, 3-5","/boxes/NYN/NYN201307030.shtml",41257,"Venue: Citi Field",2013,0,1,"Jul",3,"Mets",7,"07/03/2013"
"82. Jul 4, NYM (35-47) lost to ARI, 4-5","/boxes/NYN/NYN201307040.shtml",24224,"Venue: Citi Field",2013,0,1,"Jul",4,"Mets",7,"07/04/2013"
"92. Jul 19, NYM (41-51) lost to PHI, 8-13","/boxes/NYN/NYN201307190.shtml",35021,"Venue: Citi Field",2013,0,1,"Jul",19,"Mets",7,"07/19/2013"
"93. Jul 20, NYM (42-51) beat PHI, 5-4","/boxes/NYN/NYN201307200.shtml",26722,"Venue: Citi Field",2013,1,0,"Jul",20,"Mets",7,"07/20/2013"
"94. Jul 21, NYM (43-51) beat PHI, 5-0","/boxes/NYN/NYN201307210.shtml",32127,"Venue: Citi Field",2013,1,0,"Jul",21,"Mets",7,"07/21/2013"
"95. Jul 22, NYM (43-52) lost to ATL, 1-2","/boxes/NYN/NYN201307220.shtml",25111,"Venue: Citi Field",2013,0,1,"Jul",22,"Mets",7,"07/22/2013"
"96. Jul 23, NYM (44-52) beat ATL, 4-1","/boxes/NYN/NYN201307230.shtml",24355,"Venue: Citi Field",2013,1,0,"Jul",23,"Mets",7,"07/23/2013"
"97. Jul 24, NYM (44-53) lost to ATL, 2-8","/boxes/NYN/NYN201307240.shtml",28194,"Venue: Citi Field",2013,0,1,"Jul",24,"Mets",7,"07/24/2013"
"98. Jul 25, NYM (45-53) beat ATL, 7-4","/boxes/NYN/NYN201307250.shtml",35793,"Venue: Citi Field",2013,1,0,"Jul",25,"Mets",7,"07/25/2013"
"107. Aug 2, NYM (49-58) beat KCR, 4-2","/boxes/NYN/NYN201308020.shtml",31032,"Venue: Citi Field",2013,1,0,"Aug",2,"Mets",8,"08/02/2013"
"108. Aug 3, NYM (49-59) lost to KCR, 3-4","/boxes/NYN/NYN201308030.shtml",25095,"Venue: Citi Field",2013,0,1,"Aug",3,"Mets",8,"08/03/2013"
"109. Aug 4, NYM (49-60) lost to KCR, 2-6","/boxes/NYN/NYN201308040.shtml",25658,"Venue: Citi Field",2013,0,1,"Aug",4,"Mets",8,"08/04/2013"
"110. Aug 6, NYM (50-60) beat COL, 3-2","/boxes/NYN/NYN201308060.shtml",27198,"Venue: Citi Field",2013,1,0,"Aug",6,"Mets",8,"08/06/2013"
"111. Aug 7, NYM (51-60) beat COL, 5-0","/boxes/NYN/NYN201308070.shtml",27581,"Venue: Citi Field",2013,1,0,"Aug",7,"Mets",8,"08/07/2013"
"112. Aug 8, NYM (52-60) beat COL, 2-1","/boxes/NYN/NYN201308080.shtml",26618,"Venue: Citi Field",2013,1,0,"Aug",8,"Mets",8,"08/08/2013"
"124. Aug 20, NYM (58-66) beat ATL, 5-3","/boxes/NYN/NYN201308200.shtml",25863,"Venue: Citi Field",2013,1,0,"Aug",20,"Mets",8,"08/20/2013"
"125. Aug 21, NYM (58-67) lost to ATL, 1-4","/boxes/NYN/NYN201308210.shtml",22935,"Venue: Citi Field",2013,0,1,"Aug",21,"Mets",8,"08/21/2013"
"126. Aug 23, NYM (58-68) lost to DET, 1-6","/boxes/NYN/NYN201308230.shtml",37023,"Venue: Citi Field",2013,0,1,"Aug",23,"Mets",8,"08/23/2013"
"127. Aug 24, NYM (58-69) lost to DET, 0-3","/boxes/NYN/NYN201308240.shtml",35636,"Venue: Citi Field",2013,0,1,"Aug",24,"Mets",8,"08/24/2013"
"128. Aug 25, NYM (58-70) lost to DET, 3-11","/boxes/NYN/NYN201308250.shtml",32084,"Venue: Citi Field",2013,0,1,"Aug",25,"Mets",8,"08/25/2013"
"129. Aug 26, NYM (58-71) lost to PHI, 1-2","/boxes/NYN/NYN201308260.shtml",25784,"Venue: Citi Field",2013,0,1,"Aug",26,"Mets",8,"08/26/2013"
"130. Aug 27, NYM (59-71) beat PHI, 5-0","/boxes/NYN/NYN201308270.shtml",25700,"Venue: Citi Field",2013,1,0,"Aug",27,"Mets",8,"08/27/2013"
"131. Aug 28, NYM (59-72) lost to PHI, 2-6","/boxes/NYN/NYN201308280.shtml",24447,"Venue: Citi Field",2013,0,1,"Aug",28,"Mets",8,"08/28/2013"
"132. Aug 29, NYM (60-72) beat PHI, 11-3","/boxes/NYN/NYN201308290.shtml",22008,"Venue: Citi Field",2013,1,0,"Aug",29,"Mets",8,"08/29/2013"
"142. Sep 9, NYM (64-78) lost to WSN, 0-9","/boxes/NYN/NYN201309090.shtml",20174,"Venue: Citi Field",2013,0,1,"Sep",9,"Mets",9,"09/09/2013"
"143. Sep 10, NYM (64-79) lost to WSN, 3-6","/boxes/NYN/NYN201309100.shtml",20307,"Venue: Citi Field",2013,0,1,"Sep",10,"Mets",9,"09/10/2013"
"144. Sep 11, NYM (64-80) lost to WSN, 0-3","/boxes/NYN/NYN201309110.shtml",20151,"Venue: Citi Field",2013,0,1,"Sep",11,"Mets",9,"09/11/2013"
"145. Sep 12, NYM (64-81) lost to WSN, 2-7","/boxes/NYN/NYN201309120.shtml",20484,"Venue: Citi Field",2013,0,1,"Sep",12,"Mets",9,"09/12/2013"
"146. Sep 13, NYM (65-81) beat MIA, 4-3","/boxes/NYN/NYN201309130.shtml",20562,"Venue: Citi Field",2013,1,0,"Sep",13,"Mets",9,"09/13/2013"
"148. Sep 14, NYM (66-82) beat MIA, 3-1","/boxes/NYN/NYN201309142.shtml",25175,"Venue: Citi Field",2013,1,0,"Sep",14,"Mets",9,"09/14/2013"
"149. Sep 15, NYM (67-82) beat MIA, 1-0","/boxes/NYN/NYN201309150.shtml",25165,"Venue: Citi Field",2013,1,0,"Sep",15,"Mets",9,"09/15/2013"
"150. Sep 17, NYM (67-83) lost to SFG, 5-8","/boxes/NYN/NYN201309170.shtml",24343,"Venue: Citi Field",2013,0,1,"Sep",17,"Mets",9,"09/17/2013"
"151. Sep 18, NYM (68-83) beat SFG, 5-4","/boxes/NYN/NYN201309180.shtml",23698,"Venue: Citi Field",2013,1,0,"Sep",18,"Mets",9,"09/18/2013"
"152. Sep 19, NYM (68-84) lost to SFG, 1-2","/boxes/NYN/NYN201309190.shtml",22897,"Venue: Citi Field",2013,0,1,"Sep",19,"Mets",9,"09/19/2013"
"159. Sep 26, NYM (73-86) lost to MIL, 2-4","/boxes/NYN/NYN201309260.shtml",21350,"Venue: Citi Field",2013,0,1,"Sep",26,"Mets",9,"09/26/2013"
"160. Sep 27, NYM (73-87) lost to MIL, 2-4","/boxes/NYN/NYN201309270.shtml",25276,"Venue: Citi Field",2013,0,1,"Sep",27,"Mets",9,"09/27/2013"
"161. Sep 28, NYM (73-88) lost to MIL, 2-4","/boxes/NYN/NYN201309280.shtml",29326,"Venue: Citi Field",2013,0,1,"Sep",28,"Mets",9,"09/28/2013"
"162. Sep 29, NYM (74-88) beat MIL, 3-2","/boxes/NYN/NYN201309290.shtml",41891,"Venue: Citi Field",2013,1,0,"Sep",29,"Mets",9,"09/29/2013"
"1. Mar 31, NYM (0-1) lost to WSN, 7-9","/boxes/NYN/NYN201403310.shtml",42442,"Venue: Citi Field",2014,0,1,"Mar",31,"Mets",3,"03/31/2014"
"2. Apr 2, NYM (0-2) lost to WSN, 1-5","/boxes/NYN/NYN201404020.shtml",29146,"Venue: Citi Field",2014,0,1,"Apr",2,"Mets",4,"04/02/2014"
"3. Apr 3, NYM (0-3) lost to WSN, 2-8","/boxes/NYN/NYN201404030.shtml",20561,"Venue: Citi Field",2014,0,1,"Apr",3,"Mets",4,"04/03/2014"
"4. Apr 4, NYM (1-3) beat CIN, 4-3","/boxes/NYN/NYN201404040.shtml",35845,"Venue: Citi Field",2014,1,0,"Apr",4,"Mets",4,"04/04/2014"
"5. Apr 5, NYM (2-3) beat CIN, 6-3","/boxes/NYN/NYN201404050.shtml",25424,"Venue: Citi Field",2014,1,0,"Apr",5,"Mets",4,"04/05/2014"
"6. Apr 6, NYM (2-4) lost to CIN, 1-2","/boxes/NYN/NYN201404060.shtml",26928,"Venue: Citi Field",2014,0,1,"Apr",6,"Mets",4,"04/06/2014"
"16. Apr 18, NYM (8-8) lost to ATL, 0-6","/boxes/NYN/NYN201404180.shtml",33199,"Venue: Citi Field",2014,0,1,"Apr",18,"Mets",4,"04/18/2014"
"17. Apr 19, NYM (8-9) lost to ATL, 5-7","/boxes/NYN/NYN201404190.shtml",31476,"Venue: Citi Field",2014,0,1,"Apr",19,"Mets",4,"04/19/2014"
"18. Apr 20, NYM (9-9) beat ATL, 4-3","/boxes/NYN/NYN201404200.shtml",33131,"Venue: Citi Field",2014,1,0,"Apr",20,"Mets",4,"04/20/2014"
"19. Apr 21, NYM (10-9) beat STL, 2-0","/boxes/NYN/NYN201404210.shtml",20382,"Venue: Citi Field",2014,1,0,"Apr",21,"Mets",4,"04/21/2014"
"20. Apr 22, NYM (10-10) lost to STL, 0-3","/boxes/NYN/NYN201404220.shtml",20220,"Venue: Citi Field",2014,0,1,"Apr",22,"Mets",4,"04/22/2014"
"21. Apr 23, NYM (11-10) beat STL, 3-2","/boxes/NYN/NYN201404230.shtml",21981,"Venue: Citi Field",2014,1,0,"Apr",23,"Mets",4,"04/23/2014"
"22. Apr 24, NYM (12-10) beat STL, 4-1","/boxes/NYN/NYN201404240.shtml",22669,"Venue: Citi Field",2014,1,0,"Apr",24,"Mets",4,"04/24/2014"
"23. Apr 25, NYM (13-10) beat MIA, 4-3","/boxes/NYN/NYN201404250.shtml",21171,"Venue: Citi Field",2014,1,0,"Apr",25,"Mets",4,"04/25/2014"
"24. Apr 26, NYM (13-11) lost to MIA, 6-7","/boxes/NYN/NYN201404260.shtml",21492,"Venue: Citi Field",2014,0,1,"Apr",26,"Mets",4,"04/26/2014"
"25. Apr 27, NYM (14-11) beat MIA, 4-0","/boxes/NYN/NYN201404270.shtml",26861,"Venue: Citi Field",2014,1,0,"Apr",27,"Mets",4,"04/27/2014"
"34. May 9, NYM (16-18) lost to PHI, 2-3","/boxes/NYN/NYN201405090.shtml",30036,"Venue: Citi Field",2014,0,1,"May",9,"Mets",5,"05/09/2014"
"35. May 10, NYM (16-19) lost to PHI, 4-5","/boxes/NYN/NYN201405100.shtml",29170,"Venue: Citi Field",2014,0,1,"May",10,"Mets",5,"05/10/2014"
"36. May 11, NYM (17-19) beat PHI, 5-4","/boxes/NYN/NYN201405110.shtml",28926,"Venue: Citi Field",2014,1,0,"May",11,"Mets",5,"05/11/2014"
"39. May 14, NYM (19-20) lost to NYY, 0-4","/boxes/NYN/NYN201405140.shtml",35577,"Venue: Citi Field",2014,0,1,"May",14,"Mets",5,"05/14/2014"
"40. May 15, NYM (19-21) lost to NYY, 0-1","/boxes/NYN/NYN201405150.shtml",40133,"Venue: Citi Field",2014,0,1,"May",15,"Mets",5,"05/15/2014"
"44. May 20, NYM (20-24) lost to LAD, 4-9","/boxes/NYN/NYN201405200.shtml",22288,"Venue: Citi Field",2014,0,1,"May",20,"Mets",5,"05/20/2014"
"45. May 21, NYM (20-25) lost to LAD, 3-4","/boxes/NYN/NYN201405210.shtml",23721,"Venue: Citi Field",2014,0,1,"May",21,"Mets",5,"05/21/2014"
"46. May 22, NYM (21-25) beat LAD, 5-3","/boxes/NYN/NYN201405220.shtml",23416,"Venue: Citi Field",2014,1,0,"May",22,"Mets",5,"05/22/2014"
"47. May 24, NYM (21-26) lost to ARI, 2-3","/boxes/NYN/NYN201405240.shtml",24551,"Venue: Citi Field",2014,0,1,"May",24,"Mets",5,"05/24/2014"
"49. May 25, NYM (22-27) beat ARI, 4-2","/boxes/NYN/NYN201405252.shtml",30785,"Venue: Citi Field",2014,1,0,"May",25,"Mets",5,"05/25/2014"
"50. May 26, NYM (22-28) lost to PIT, 3-5","/boxes/NYN/NYN201405260.shtml",29309,"Venue: Citi Field",2014,0,1,"May",26,"Mets",5,"05/26/2014"
"51. May 27, NYM (23-28) beat PIT, 4-2","/boxes/NYN/NYN201405270.shtml",20263,"Venue: Citi Field",2014,1,0,"May",27,"Mets",5,"05/27/2014"
"52. May 28, NYM (24-28) beat PIT, 5-0","/boxes/NYN/NYN201405280.shtml",34839,"Venue: Citi Field",2014,1,0,"May",28,"Mets",5,"05/28/2014"
"64. Jun 10, NYM (29-35) beat MIL, 6-2","/boxes/NYN/NYN201406100.shtml",20206,"Venue: Citi Field",2014,1,0,"Jun",10,"Mets",6,"06/10/2014"
"65. Jun 11, NYM (29-36) lost to MIL, 1-3","/boxes/NYN/NYN201406110.shtml",20170,"Venue: Citi Field",2014,0,1,"Jun",11,"Mets",6,"06/11/2014"
"66. Jun 12, NYM (29-37) lost to MIL, 1-5","/boxes/NYN/NYN201406120.shtml",22155,"Venue: Citi Field",2014,0,1,"Jun",12,"Mets",6,"06/12/2014"
"67. Jun 13, NYM (30-37) beat SDP, 6-2","/boxes/NYN/NYN201406130.shtml",28085,"Venue: Citi Field",2014,1,0,"Jun",13,"Mets",6,"06/13/2014"
"68. Jun 14, NYM (30-38) lost to SDP, 0-5","/boxes/NYN/NYN201406140.shtml",38269,"Venue: Citi Field",2014,0,1,"Jun",14,"Mets",6,"06/14/2014"
"69. Jun 15, NYM (31-38) beat SDP, 3-1","/boxes/NYN/NYN201406150.shtml",38987,"Venue: Citi Field",2014,1,0,"Jun",15,"Mets",6,"06/15/2014"
"77. Jun 24, NYM (36-41) beat OAK, 10-1","/boxes/NYN/NYN201406240.shtml",25751,"Venue: Citi Field",2014,1,0,"Jun",24,"Mets",6,"06/24/2014"
"78. Jun 25, NYM (36-42) lost to OAK, 5-8","/boxes/NYN/NYN201406250.shtml",23367,"Venue: Citi Field",2014,0,1,"Jun",25,"Mets",6,"06/25/2014"
"86. Jul 4, NYM (38-48) beat TEX, 6-5","/boxes/NYN/NYN201407040.shtml",30377,"Venue: Citi Field",2014,1,0,"Jul",4,"Mets",7,"07/04/2014"
"87. Jul 5, NYM (38-49) lost to TEX, 3-5","/boxes/NYN/NYN201407050.shtml",24418,"Venue: Citi Field",2014,0,1,"Jul",5,"Mets",7,"07/05/2014"
"88. Jul 6, NYM (39-49) beat TEX, 8-4","/boxes/NYN/NYN201407060.shtml",25213,"Venue: Citi Field",2014,1,0,"Jul",6,"Mets",7,"07/06/2014"
"89. Jul 7, NYM (40-49) beat ATL, 4-3","/boxes/NYN/NYN201407070.shtml",20836,"Venue: Citi Field",2014,1,0,"Jul",7,"Mets",7,"07/07/2014"
"90. Jul 8, NYM (41-49) beat ATL, 8-3","/boxes/NYN/NYN201407080.shtml",20671,"Venue: Citi Field",2014,1,0,"Jul",8,"Mets",7,"07/08/2014"
"91. Jul 9, NYM (42-49) beat ATL, 4-1","/boxes/NYN/NYN201407090.shtml",21327,"Venue: Citi Field",2014,1,0,"Jul",9,"Mets",7,"07/09/2014"
"92. Jul 10, NYM (42-50) lost to ATL, 1-3","/boxes/NYN/NYN201407100.shtml",23528,"Venue: Citi Field",2014,0,1,"Jul",10,"Mets",7,"07/10/2014"
"93. Jul 11, NYM (43-50) beat MIA, 7-1","/boxes/NYN/NYN201407110.shtml",25914,"Venue: Citi Field",2014,1,0,"Jul",11,"Mets",7,"07/11/2014"
"94. Jul 12, NYM (44-50) beat MIA, 5-4","/boxes/NYN/NYN201407120.shtml",35283,"Venue: Citi Field",2014,1,0,"Jul",12,"Mets",7,"07/12/2014"
"95. Jul 13, NYM (45-50) beat MIA, 9-1","/boxes/NYN/NYN201407130.shtml",28187,"Venue: Citi Field",2014,1,0,"Jul",13,"Mets",7,"07/13/2014"
"106. Jul 28, NYM (51-55) beat PHI, 7-1","/boxes/NYN/NYN201407280.shtml",26525,"Venue: Citi Field",2014,1,0,"Jul",28,"Mets",7,"07/28/2014"
"107. Jul 29, NYM (51-56) lost to PHI, 0-6","/boxes/NYN/NYN201407290.shtml",27069,"Venue: Citi Field",2014,0,1,"Jul",29,"Mets",7,"07/29/2014"
"108. Jul 30, NYM (52-56) beat PHI, 11-2","/boxes/NYN/NYN201407300.shtml",37647,"Venue: Citi Field",2014,1,0,"Jul",30,"Mets",7,"07/30/2014"
"109. Aug 1, NYM (52-57) lost to SFG, 1-5","/boxes/NYN/NYN201408010.shtml",28905,"Venue: Citi Field",2014,0,1,"Aug",1,"Mets",8,"08/01/2014"
"110. Aug 2, NYM (53-57) beat SFG, 4-2","/boxes/NYN/NYN201408020.shtml",33687,"Venue: Citi Field",2014,1,0,"Aug",2,"Mets",8,"08/02/2014"
"111. Aug 3, NYM (53-58) lost to SFG, 0-9","/boxes/NYN/NYN201408030.shtml",32408,"Venue: Citi Field",2014,0,1,"Aug",3,"Mets",8,"08/03/2014"
"112. Aug 4, NYM (53-59) lost to SFG, 3-4","/boxes/NYN/NYN201408040.shtml",27187,"Venue: Citi Field",2014,0,1,"Aug",4,"Mets",8,"08/04/2014"
"120. Aug 12, NYM (57-63) lost to WSN, 1-7","/boxes/NYN/NYN201408120.shtml",21200,"Venue: Citi Field",2014,0,1,"Aug",12,"Mets",8,"08/12/2014"
"121. Aug 13, NYM (57-64) lost to WSN, 2-3","/boxes/NYN/NYN201408130.shtml",21364,"Venue: Citi Field",2014,0,1,"Aug",13,"Mets",8,"08/13/2014"
"122. Aug 14, NYM (57-65) lost to WSN, 1-4","/boxes/NYN/NYN201408140.shtml",22782,"Venue: Citi Field",2014,0,1,"Aug",14,"Mets",8,"08/14/2014"
"123. Aug 15, NYM (58-65) beat CHC, 3-2","/boxes/NYN/NYN201408150.shtml",25016,"Venue: Citi Field",2014,1,0,"Aug",15,"Mets",8,"08/15/2014"
"124. Aug 16, NYM (59-65) beat CHC, 7-3","/boxes/NYN/NYN201408160.shtml",30744,"Venue: Citi Field",2014,1,0,"Aug",16,"Mets",8,"08/16/2014"
"125. Aug 17, NYM (59-66) lost to CHC, 1-2","/boxes/NYN/NYN201408170.shtml",27938,"Venue: Citi Field",2014,0,1,"Aug",17,"Mets",8,"08/17/2014"
"126. Aug 18, NYM (59-67) lost to CHC, 1-4","/boxes/NYN/NYN201408180.shtml",23271,"Venue: Citi Field",2014,0,1,"Aug",18,"Mets",8,"08/18/2014"
"132. Aug 26, NYM (62-70) beat ATL, 3-2","/boxes/NYN/NYN201408260.shtml",22406,"Venue: Citi Field",2014,1,0,"Aug",26,"Mets",8,"08/26/2014"
"133. Aug 27, NYM (62-71) lost to ATL, 2-3","/boxes/NYN/NYN201408270.shtml",22014,"Venue: Citi Field",2014,0,1,"Aug",27,"Mets",8,"08/27/2014"
"134. Aug 28, NYM (62-72) lost to ATL, 1-6","/boxes/NYN/NYN201408280.shtml",22154,"Venue: Citi Field",2014,0,1,"Aug",28,"Mets",8,"08/28/2014"
"135. Aug 29, NYM (63-72) beat PHI, 4-1","/boxes/NYN/NYN201408290.shtml",25250,"Venue: Citi Field",2014,1,0,"Aug",29,"Mets",8,"08/29/2014"
"136. Aug 30, NYM (63-73) lost to PHI, 2-7","/boxes/NYN/NYN201408300.shtml",28053,"Venue: Citi Field",2014,0,1,"Aug",30,"Mets",8,"08/30/2014"
"137. Aug 31, NYM (64-73) beat PHI, 6-5","/boxes/NYN/NYN201408310.shtml",27159,"Venue: Citi Field",2014,1,0,"Aug",31,"Mets",8,"08/31/2014"
"144. Sep 8, NYM (69-75) beat COL, 3-2","/boxes/NYN/NYN201409080.shtml",21710,"Venue: Citi Field",2014,1,0,"Sep",8,"Mets",9,"09/08/2014"
"145. Sep 9, NYM (70-75) beat COL, 2-0","/boxes/NYN/NYN201409090.shtml",21035,"Venue: Citi Field",2014,1,0,"Sep",9,"Mets",9,"09/09/2014"
"146. Sep 10, NYM (71-75) beat COL, 2-0","/boxes/NYN/NYN201409100.shtml",21260,"Venue: Citi Field",2014,1,0,"Sep",10,"Mets",9,"09/10/2014"
"147. Sep 11, NYM (71-76) lost to WSN, 2-6","/boxes/NYN/NYN201409110.shtml",21111,"Venue: Citi Field",2014,0,1,"Sep",11,"Mets",9,"09/11/2014"
"148. Sep 12, NYM (72-76) beat WSN, 4-3","/boxes/NYN/NYN201409120.shtml",25792,"Venue: Citi Field",2014,1,0,"Sep",12,"Mets",9,"09/12/2014"
"149. Sep 13, NYM (72-77) lost to WSN, 3-10","/boxes/NYN/NYN201409130.shtml",28849,"Venue: Citi Field",2014,0,1,"Sep",13,"Mets",9,"09/13/2014"
"150. Sep 14, NYM (72-78) lost to WSN, 0-3","/boxes/NYN/NYN201409140.shtml",31553,"Venue: Citi Field",2014,0,1,"Sep",14,"Mets",9,"09/14/2014"
"151. Sep 15, NYM (72-79) lost to MIA, 5-6","/boxes/NYN/NYN201409150.shtml",23027,"Venue: Citi Field",2014,0,1,"Sep",15,"Mets",9,"09/15/2014"
"152. Sep 16, NYM (73-79) beat MIA, 9-1","/boxes/NYN/NYN201409160.shtml",21602,"Venue: Citi Field",2014,1,0,"Sep",16,"Mets",9,"09/16/2014"
"153. Sep 17, NYM (73-80) lost to MIA, 3-4","/boxes/NYN/NYN201409170.shtml",23892,"Venue: Citi Field",2014,0,1,"Sep",17,"Mets",9,"09/17/2014"
"160. Sep 26, NYM (77-83) lost to HOU, 1-3","/boxes/NYN/NYN201409260.shtml",27729,"Venue: Citi Field",2014,0,1,"Sep",26,"Mets",9,"09/26/2014"
"161. Sep 27, NYM (78-83) beat HOU, 2-1","/boxes/NYN/NYN201409270.shtml",34886,"Venue: Citi Field",2014,1,0,"Sep",27,"Mets",9,"09/27/2014"
"162. Sep 28, NYM (79-83) beat HOU, 8-3","/boxes/NYN/NYN201409280.shtml",34897,"Venue: Citi Field",2014,1,0,"Sep",28,"Mets",9,"09/28/2014"
"7. Apr 13, NYM (4-3) beat PHI, 2-0","/boxes/NYN/NYN201504130.shtml",43947,"Venue: Citi Field",2015,1,0,"Apr",13,"Mets",4,"04/13/2015"
"8. Apr 14, NYM (5-3) beat PHI, 6-5","/boxes/NYN/NYN201504140.shtml",39489,"Venue: Citi Field",2015,1,0,"Apr",14,"Mets",4,"04/14/2015"
"9. Apr 15, NYM (6-3) beat PHI, 6-1","/boxes/NYN/NYN201504150.shtml",21052,"Venue: Citi Field",2015,1,0,"Apr",15,"Mets",4,"04/15/2015"
"10. Apr 16, NYM (7-3) beat MIA, 7-5","/boxes/NYN/NYN201504160.shtml",20556,"Venue: Citi Field",2015,1,0,"Apr",16,"Mets",4,"04/16/2015"
"11. Apr 17, NYM (8-3) beat MIA, 4-1","/boxes/NYN/NYN201504170.shtml",38753,"Venue: Citi Field",2015,1,0,"Apr",17,"Mets",4,"04/17/2015"
"12. Apr 18, NYM (9-3) beat MIA, 5-4","/boxes/NYN/NYN201504180.shtml",41844,"Venue: Citi Field",2015,1,0,"Apr",18,"Mets",4,"04/18/2015"
